timestamp,sensor_1,sensor_2
1700079340.9079766,41.66,20.54
1700079340.978501,41.88,20.42
1700079341.0510457,40.19,26.01
1700079341.1225994,40.93,25.25
1700079341.1946073,43.52,33.92
1700079341.2671354,39.29,19.02
1700079341.3387768,41.84,23.89
1700079341.4112535,41.23,27.72
1700079341.4827712,38.56,27.30
1700079341.5551105,42.20,26.53
1700079341.6267033,87.33,22.46
1700079341.6986911,267.24,20.87
1700079341.7711902,129.60,21.21
1700079341.8427427,191.13,41.71
1700079341.914751,66.61,35.84
1700079341.9872825,91.37,15.38
1700079342.0588534,34.70,17.68
1700079342.1310706,42.78,18.94
1700079342.203083,38.43,21.39
1700079342.275258,46.46,21.08
1700079342.3466017,41.26,17.49
1700079342.4192157,41.47,22.04
1700079342.490749,40.81,17.76
1700079342.5633485,39.80,20.29
1700079342.6346002,43.21,22.58
1700079342.7066002,41.82,22.17
1700079342.778633,41.15,15.62
1700079342.851174,41.51,17.29
1700079342.9227295,40.57,21.66
1700079342.9947262,43.49,25.56
1700079343.066293,40.26,33.83
1700079343.1388607,40.26,16.29
1700079343.2108681,43.26,31.37
1700079343.2831805,39.33,30.36
1700079343.3549185,41.49,19.10
1700079343.42743,41.59,31.70
1700079343.4991646,42.52,21.74
1700079343.570704,42.42,17.25
1700079343.6432693,39.53,27.84
1700079343.7152991,43.17,29.25
1700079343.7868397,38.59,19.57
1700079343.8594108,41.41,23.55
1700079343.9309409,39.63,29.01
1700079344.0029435,40.61,17.84
1700079344.0754943,44.14,21.35
1700079344.147014,39.42,17.88
1700079344.219026,46.01,15.94
1700079344.2905846,132.73,23.06
1700079344.3627093,179.36,15.38
1700079344.434592,158.80,26.94
1700079344.5065906,85.67,22.09
1700079344.5798604,98.32,23.57
1700079344.651145,35.30,26.10
1700079344.7237108,43.82,30.10
1700079344.7957675,45.52,17.97
1700079344.8672924,36.31,28.35
1700079344.93883,46.21,20.18
1700079345.0108478,42.20,30.17
1700079345.0833874,40.77,17.28
1700079345.154597,41.53,39.95
1700079345.2271264,40.96,15.35
1700079345.2991245,43.98,29.55
1700079345.3706954,42.08,33.39
1700079345.4427543,41.00,18.85
1700079345.514773,41.56,27.78
1700079345.587309,41.51,25.00
1700079345.658867,42.83,33.63
1700079345.7313938,41.45,25.87
1700079345.8033912,39.55,335.21
1700079345.8749309,42.24,38.76
1700079345.9474602,38.21,136.71
1700079346.018479,40.24,36.95
1700079346.0910053,39.92,37.98
1700079346.1635685,40.36,40.40
1700079346.2355158,42.48,21.72
1700079346.306525,39.81,21.04
1700079346.3800576,42.12,24.95
1700079346.4511275,40.06,29.82
1700079346.523138,40.02,30.51
1700079346.5952182,44.76,34.56
1700079346.6673129,40.11,22.67
1700079346.7385614,40.72,26.06
1700079346.8116515,41.06,18.78
1700079346.8828735,40.74,30.47
1700079346.9545217,43.36,25.81
1700079347.0267768,75.09,36.61
1700079347.0987678,376.46,24.31
1700079347.1712942,35.57,31.38
1700079347.2428393,90.31,22.05
1700079347.3148532,61.73,31.60
1700079347.3868594,87.35,35.62
1700079347.4590642,39.84,19.08
1700079347.5309608,41.02,15.58
1700079347.602939,42.76,32.28
1700079347.6750436,43.23,30.14
1700079347.747389,41.13,12.99
1700079347.8194017,43.36,30.06
1700079347.8909342,42.65,18.83
1700079347.9624622,38.08,18.22
1700079348.03465,43.00,16.90
1700079348.1066556,42.34,28.73
1700079348.1792192,41.46,25.33
1700079348.2507555,42.00,23.30
1700079348.3227909,39.67,27.17
1700079348.3949497,44.30,28.12
1700079348.4670274,41.69,31.82
1700079348.5391598,43.02,15.85
1700079348.6111653,41.58,34.89
1700079348.6827154,40.49,21.86
1700079348.75524,44.80,20.50
1700079348.8272378,39.45,24.85
1700079348.8992379,43.48,20.21
1700079348.9708245,40.46,20.17
1700079349.0433357,41.01,17.74
1700079349.1153455,43.44,36.11
1700079349.186426,38.75,18.47
1700079349.2586298,43.88,19.20
1700079349.331182,38.61,32.59
1700079349.402619,42.82,17.96
1700079349.4748805,198.55,17.09
1700079349.5479777,255.32,26.53
1700079349.6189756,103.53,34.39
1700079349.6915169,99.06,19.85
1700079349.7640607,108.55,17.36
1700079349.8346205,33.99,24.00
1700079349.9066174,36.78,14.76
1700079349.9791257,45.55,36.27
1700079350.0506716,40.23,24.05
1700079350.1227012,42.02,24.52
1700079350.1952202,43.12,17.51
1700079350.2667758,38.86,16.94
1700079350.3393142,46.71,25.26
1700079350.4108305,41.98,18.33
1700079350.4833803,40.52,21.08
1700079350.5560591,39.59,28.38
1700079350.6275835,36.82,33.57
1700079350.698597,44.87,16.62
1700079350.7706962,41.43,18.75
1700079350.8432133,39.41,31.47
1700079350.91524,38.12,22.86
1700079350.9877524,39.98,46.47
1700079351.0588682,44.05,25.95
1700079351.1310725,41.15,19.33
1700079351.2030606,40.75,44.97
1700079351.2745938,44.07,28.30
1700079351.3471391,40.56,473.45
1700079351.4191806,43.65,90.12
1700079351.491224,40.89,46.47
1700079351.5627902,40.21,20.85
1700079351.6353345,43.18,45.56
1700079351.7073376,40.17,64.56
1700079351.7789235,43.86,33.50
1700079351.8504193,40.97,20.57
1700079351.9224267,41.10,20.79
1700079351.9954758,40.94,20.48
1700079352.0670469,39.73,21.45
1700079352.1385636,44.34,33.88
1700079352.2115586,39.35,16.56
1700079352.2826867,42.31,21.44
1700079352.355248,39.93,21.72
1700079352.4272594,41.25,31.78
1700079352.4988132,43.45,24.38
1700079352.570596,41.13,16.22
1700079352.643158,41.76,31.39
1700079352.7161794,43.23,34.06
1700079352.78669,41.39,34.80
1700079352.8592563,43.74,19.31
1700079352.9313855,40.20,22.14
1700079353.002358,39.89,17.98
1700079353.0749028,42.32,19.75
1700079353.1464229,41.14,18.66
1700079353.218455,43.84,45.78
1700079353.2909963,39.32,15.07
1700079353.3625388,41.50,15.48
1700079353.4350698,41.67,31.60
1700079353.5072658,39.30,30.74
1700079353.5785224,43.47,45.10
1700079353.6506221,41.06,16.54
1700079353.7236001,40.56,23.32
1700079353.7951283,41.15,26.78
1700079353.8666663,39.70,20.89
1700079353.9392295,43.04,41.52
1700079354.0112312,39.15,18.02
1700079354.0827746,149.05,28.30
1700079354.1553013,249.14,23.42
1700079354.2273185,381.11,33.57
1700079354.2988474,143.71,36.61
1700079354.3704083,88.90,27.31
1700079354.4429367,118.75,22.38
1700079354.5149436,44.49,24.36
1700079354.586503,40.97,40.55
1700079354.6585722,45.09,16.06
1700079354.7305846,40.47,18.03
1700079354.8029802,41.20,19.04
1700079354.874518,44.20,41.48
1700079354.947099,39.62,27.60
1700079355.0190992,43.03,16.58
1700079355.090617,40.44,24.91
1700079355.162835,43.49,24.37
1700079355.235369,41.95,19.03
1700079355.3063676,49.70,17.39
1700079355.379174,55.70,20.90
1700079355.4507444,47.96,17.92
1700079355.5227275,48.14,12.21
1700079355.5942945,48.71,26.01
1700079355.6670256,50.81,31.40
1700079355.7385828,48.30,23.68
1700079355.810567,44.48,25.56
1700079355.883165,43.81,25.91
1700079355.9557252,45.15,28.40
1700079356.0267313,43.35,20.57
1700079356.0990155,54.18,17.29
1700079356.1705077,46.54,17.40
1700079356.243089,44.29,21.74
1700079356.3150933,47.18,18.21
1700079356.3874953,44.24,16.37
1700079356.4590533,46.52,27.05
1700079356.530898,42.72,16.03
1700079356.6034222,45.68,21.12
1700079356.675306,46.08,27.14
1700079356.7468832,44.16,24.62
1700079356.819893,46.82,15.69
1700079356.8914359,44.46,26.79
1700079356.9629762,45.55,16.41
1700079357.035511,44.77,18.17
1700079357.10651,44.72,16.75
1700079357.1791167,45.83,15.95
1700079357.2506373,45.30,16.28
1700079357.323649,46.89,18.01
1700079357.3951826,45.48,18.84
1700079357.4668186,44.35,17.09
1700079357.5393627,46.78,17.47
1700079357.611391,43.18,16.32
1700079357.6834528,45.33,16.90
1700079357.7549856,48.67,17.56
1700079357.827002,46.51,25.59
1700079357.8991766,47.28,15.60
1700079357.9705763,45.08,19.33
1700079358.0430849,43.88,17.02
1700079358.115125,47.21,20.13
1700079358.1866271,43.55,15.61
1700079358.2591593,51.47,18.99
1700079358.3312159,43.30,17.00
1700079358.4027064,46.30,20.11
1700079358.4752333,45.52,19.94
1700079358.546797,45.65,18.11
1700079358.6188395,51.47,16.39
1700079358.6905775,44.54,15.55
1700079358.7631247,44.17,14.31
1700079358.835936,45.28,20.25
1700079358.9068453,44.49,16.67
1700079358.9784913,49.23,17.66
1700079359.052002,42.88,19.08
1700079359.123061,45.65,18.09
1700079359.1945715,45.94,16.59
1700079359.2668328,44.08,17.45
1700079359.3384483,45.82,18.60
1700079359.4106598,43.01,15.84
1700079359.4832478,45.64,16.71
1700079359.5547614,44.82,14.67
1700079359.6269078,45.63,15.07
1700079359.6995227,45.87,18.53
1700079359.7711804,44.47,19.62
1700079359.8434289,46.77,19.89
1700079359.9164345,43.79,20.46
1700079359.9869854,46.47,18.18
1700079360.0585353,49.04,19.53
1700079360.130548,39.47,17.47
1700079360.2030735,48.10,16.82
1700079360.2746136,44.55,21.53
1700079360.3471525,45.14,16.07
1700079360.4191525,47.12,16.19
1700079360.4906878,44.93,22.05
1700079360.5628216,44.92,19.55
1700079360.6348855,46.17,16.48
1700079360.7071786,41.34,17.92
1700079360.779303,50.37,17.72
1700079360.8508382,43.63,18.88
1700079360.9228888,47.59,18.09
1700079360.9944842,44.03,18.21
1700079361.0670264,43.31,16.38
1700079361.1391048,46.16,16.42
1700079361.2110996,43.87,19.43
1700079361.2832115,45.09,18.24
1700079361.3547437,43.15,16.26
1700079361.4267573,44.70,20.34
1700079361.4993222,46.12,19.28
1700079361.5719123,38.03,13.16
1700079361.6434152,46.90,18.20
1700079361.715434,44.77,19.37
1700079361.787491,41.19,16.76
1700079361.8590367,47.13,17.47
1700079361.9310784,40.88,17.30
1700079362.0026083,44.21,18.19
1700079362.0751698,45.13,19.38
1700079362.1467452,47.20,17.28
1700079362.2197468,46.02,20.46
1700079362.2913234,42.38,17.37
1700079362.3628912,43.78,13.02
1700079362.4349053,43.28,18.09
1700079362.5073805,42.94,17.08
1700079362.578908,49.11,17.19
1700079362.6514807,45.27,18.58
1700079362.7235057,45.35,16.13
1700079362.7949355,44.06,18.75
1700079362.8674908,43.23,18.57
1700079362.9390464,47.88,16.22
1700079363.011047,44.43,18.93
1700079363.0835927,44.92,16.65
1700079363.1561408,43.47,15.36
1700079363.2272449,45.70,16.57
1700079363.2987669,46.10,17.06
1700079363.371306,40.94,17.92
1700079363.4428656,45.46,14.69
1700079363.514863,43.61,17.00
1700079363.5874305,40.50,15.62
