timestamp,sensor_1,sensor_2
1699566604.758153,1830.77,1818.45
1699566604.8255818,1814.60,1799.63
1699566604.898114,1833.77,1799.79
1699566604.974777,1839.14,1820.31
1699566605.0473952,1814.94,1800.83
1699566605.1191058,1832.70,1818.78
1699566605.191424,1815.34,1796.91
1699566605.2609932,1838.30,1799.19
1699566605.3352404,1830.73,1817.34
1699566605.4075692,1808.65,1799.88
1699566605.4794333,1831.88,1816.30
1699566605.5512075,1817.54,1797.57
1699566605.6230795,1836.17,1798.63
1699566605.6949635,1830.37,1818.68
1699566605.7683551,1813.54,1799.14
1699566605.8393908,1839.39,1815.35
1699566605.911269,1819.34,1801.29
1699566605.9832492,1834.23,1800.50
1699566606.0553262,1832.79,1819.72
1699566606.1260915,1818.84,1806.53
1699566606.2002099,1840.27,1812.37
1699566606.2707682,1811.90,1800.53
1699566606.34266,1830.44,1801.99
1699566606.4148798,1835.16,1819.31
1699566606.4881153,1815.09,1799.78
1699566606.5588918,1829.72,1818.59
1699566606.6310496,1816.80,1801.38
1699566606.703893,1832.97,1796.48
1699566606.775003,1832.28,1818.52
1699566606.8474152,1816.72,1797.97
1699566606.9187136,1833.58,1807.09
1699566606.9908526,1813.15,1800.02
1699566607.0628166,1837.09,1800.39
1699566607.1366518,1834.73,1816.55
1699566607.2066822,1819.32,1800.98
1699566607.2784996,1834.70,1808.03
1699566607.3511157,1813.95,1799.12
1699566607.4231575,1834.83,1800.05
1699566607.4952922,1839.01,1818.74
1699566607.5679524,1819.65,1799.07
1699566607.6386313,1837.06,1806.62
1699566607.7106073,1818.45,1796.81
1699566607.7832587,1838.90,1798.16
1699566607.8551304,1832.91,1819.07
1699566607.9260662,1813.18,1798.42
1699566607.9989545,1835.78,1808.23
1699566608.0706923,1815.28,1795.76
1699566608.1426957,1832.78,1797.84
1699566608.2148745,1830.45,1818.14
1699566608.2874875,1813.15,1797.16
1699566608.3591402,1834.70,1803.21
1699566608.4306583,1813.52,1798.96
1699566608.504856,1834.93,1800.23
1699566608.5747478,1836.80,1821.32
1699566608.6466286,1820.10,1801.34
1699566608.7204602,1839.08,1801.28
1699566608.7907102,1816.70,1797.42
1699566608.8630655,1831.73,1799.32
1699566608.9364262,1838.20,1817.94
1699566609.0072258,1814.42,1800.76
1699566609.079019,1830.82,1803.93
1699566609.1521914,1813.35,1799.32
1699566609.2229822,1835.34,1799.51
1699566609.2950034,1835.64,1820.83
1699566609.368646,1815.45,1798.57
1699566609.4394157,1831.84,1801.98
1699566609.5109236,1819.99,1796.76
1699566609.582717,1835.34,1799.10
1699566609.65616,1831.06,1823.01
1699566609.7260334,1814.53,1797.74
1699566609.7991154,1835.00,1799.04
1699566609.8718112,1814.91,1796.53
1699566609.9429595,1833.93,1799.92
1699566610.014721,1834.79,1821.69
1699566610.0873802,1813.01,1799.88
1699566610.15927,1840.42,1796.66
1699566610.2306824,1816.82,1797.45
1699566610.3030674,1835.04,1800.66
1699566610.3743472,1836.80,1818.33
1699566610.44682,1811.78,1798.50
1699566610.519531,1835.25,1797.74
1699566610.591563,1811.26,1799.11
1699566610.6630416,1833.90,1800.34
1699566610.7364607,1833.17,1819.07
1699566610.8070488,1818.38,1798.89
1699566610.8786833,1832.68,1795.71
1699566610.9514532,1818.11,1797.16
1699566611.0225477,1837.67,1800.97
1699566611.095087,1834.14,1816.39
1699566611.1669834,1812.12,1798.22
1699566611.2384763,1840.25,1804.04
1699566611.310944,1817.04,1798.08
1699566611.3826218,1837.00,1798.54
1699566611.4550812,1831.48,1818.58
1699566611.527547,1814.54,1798.06
1699566611.5987449,1836.97,1794.52
1699566611.6726549,1817.35,1800.09
1699566611.7432146,1838.30,1802.59
1699566611.8148618,1833.45,1817.99
1699566611.8873117,1813.63,1799.46
1699566611.9592721,1831.57,1801.72
1699566612.0311384,1815.01,1796.04
1699566612.1047676,1835.23,1798.89
1699566612.1747425,1833.85,1817.72
1699566612.2472346,1812.25,1797.90
1699566612.3207777,1835.07,1796.93
1699566612.391326,1812.88,1797.00
1699566612.4630375,1838.50,1800.18
1699566612.5346253,1836.94,1821.70
1699566612.6081398,1816.07,1799.54
1699566612.6789088,1832.27,1799.96
1699566612.7513566,1813.90,1801.52
1699566612.8240168,1835.77,1800.06
1699566612.8950293,1832.52,1818.90
1699566612.9667466,1818.17,1800.60
1699566613.039282,1837.59,1798.27
1699566613.1110487,1815.70,1796.48
1699566613.182657,1837.45,1800.82
1699566613.2552364,1840.01,1819.19
1699566613.3262885,1814.76,1798.11
1699566613.399499,1832.67,1799.86
1699566613.4721315,1816.77,1798.15
1699566613.5428004,1837.76,1795.63
1699566613.6153486,1834.73,1819.80
1699566613.6869228,1812.74,1799.69
1699566613.759066,1832.89,1795.50
1699566613.8305728,1813.83,1798.00
1699566613.9048824,1837.40,1798.84
1699566613.9774244,1835.49,1820.83
1699566614.0473313,1816.02,1799.69
1699566614.1191514,1828.55,1798.97
1699566614.190859,1815.71,1795.63
1699566614.2627656,1835.39,1800.02
1699566614.335118,1832.55,1820.69
1699566614.4074366,1816.46,1798.07
1699566614.4788601,1835.21,1799.80
1699566614.5506752,1816.78,1799.36
1699566614.624554,1833.42,1801.46
1699566614.694961,1828.64,1817.57
1699566614.7669165,1815.73,1798.89
1699566614.8411057,1835.93,1798.37
1699566614.9112663,1819.56,1796.75
1699566614.9825063,1832.31,1801.44
1699566615.0553324,1832.94,1820.43
1699566615.1274545,1812.04,1798.27
1699566615.1987615,1836.13,1803.47
1699566615.2712471,1815.77,1798.15
1699566615.3426764,1832.66,1797.41
1699566615.4152436,1832.10,1820.62
1699566615.4864845,1818.34,1799.12
1699566615.5595846,1836.01,1805.02
1699566615.6311233,1818.53,1798.14
1699566615.7031343,1837.66,1798.57
1699566615.7758403,1834.52,1818.52
1699566615.8474364,1817.53,1800.86
1699566615.9194913,1830.53,1802.84
1699566615.991369,1819.24,1799.50
1699566616.062892,1832.18,1799.24
1699566616.1347914,1836.73,1816.55
1699566616.2083418,1814.50,1799.38
1699566616.2796702,1834.02,1805.16
1699566616.3509033,1814.22,1799.89
1699566616.4234157,1837.87,1801.36
1699566616.495445,1833.37,1819.68
1699566616.5666707,1814.95,1797.85
1699566616.638828,1829.22,1803.54
1699566616.7115958,1815.59,1795.91
1699566616.7825816,1831.26,1801.39
1699566616.8564892,1831.48,1820.43
1699566616.927595,1819.09,1801.96
1699566616.9984546,1835.61,1801.93
1699566617.0709417,1819.14,1799.99
1699566617.1425834,1834.59,1799.27
1699566617.2146602,1833.45,1825.53
1699566617.286422,1817.12,1798.88
1699566617.3592741,1839.19,1813.15
1699566617.431083,1821.17,1796.97
1699566617.5032437,1832.56,1798.06
1699566617.576138,1831.14,1822.09
1699566617.647309,1813.27,1798.53
1699566617.7191908,1834.73,1806.71
1699566617.7915432,1816.54,1797.38
1699566617.8637743,1834.83,1801.76
1699566617.9344366,1841.59,1822.91
1699566618.0070107,1817.53,1800.91
1699566618.078388,1834.73,1814.70
1699566618.1514375,1816.40,1797.33
1699566618.2227364,1830.50,1796.84
1699566618.2949774,1834.14,1818.94
1699566618.3669908,1819.69,1801.64
1699566618.439051,1829.25,1809.97
1699566618.5108385,1811.62,1796.92
1699566618.5824344,1833.91,1796.28
1699566618.65511,1836.63,1817.01
1699566618.7275858,1816.19,1799.67
1699566618.7991693,1829.53,1813.78
1699566618.8703885,1821.70,1794.70
1699566618.945191,1836.14,1800.55
1699566619.0149398,1832.32,1817.01
1699566619.0870512,1818.12,1799.95
1699566619.1597142,1837.22,1810.68
1699566619.2309732,1820.88,1800.64
1699566619.3032343,1837.05,1795.92
1699566619.3754416,1829.32,1814.87
1699566619.4466584,1814.19,1797.03
1699566619.5181663,1831.53,1803.42
1699566619.5926712,1820.76,1796.05
1699566619.662775,1845.10,1798.41
1699566619.7348201,1853.65,1818.33
1699566619.8073423,1837.70,1801.00
1699566619.8794165,1855.99,1809.09
1699566619.9512167,1830.44,1798.80
1699566620.022437,1848.74,1800.33
1699566620.0949385,1833.53,1822.49
1699566620.166982,1812.62,1803.17
1699566620.238732,1831.29,1812.02
1699566620.3109255,1817.00,1799.97
1699566620.3832128,1829.67,1800.90
1699566620.4553201,1833.31,1826.92
1699566620.5273137,1821.37,1801.83
1699566620.598403,1831.76,1810.26
1699566620.67169,1820.46,1799.91
1699566620.7427914,1526.90,1802.12
1699566620.8151698,1591.58,1820.69
1699566620.8867772,1584.74,1801.87
1699566620.9590423,1746.68,1818.63
1699566621.0310433,1798.14,1800.57
1699566621.1026418,1805.24,1803.51
1699566621.1751306,1836.29,1821.99
1699566621.2466767,1816.10,1800.99
1699566621.3186893,1831.60,1811.63
1699566621.3905773,1813.97,1804.18
1699566621.4630914,1838.25,1801.13
1699566621.534432,1840.34,1821.47
1699566621.6065059,1819.28,1801.10
1699566621.6817029,1839.11,1815.13
1699566621.7508924,1819.35,1803.06
1699566621.8229227,1839.42,1803.54
1699566621.8952658,1830.03,1824.87
1699566621.9668562,1815.02,1804.68
1699566622.038835,1835.79,1814.18
1699566622.1110518,1827.96,1803.63
1699566622.1828218,1821.30,1802.93
1699566622.2546427,1838.89,1821.45
1699566622.328466,1821.70,1805.34
1699566622.3992288,1840.89,1817.78
1699566622.4711242,1818.39,1803.30
1699566622.5432277,1840.01,1802.50
1699566622.6150904,1850.01,1822.23
1699566622.6864512,1830.61,1806.23
1699566622.7592773,1823.47,1814.32
1699566622.8302705,1861.03,1801.63
1699566622.9027958,1877.77,1802.86
1699566622.974659,1903.79,1821.15
1699566623.0481403,1834.32,1801.58
1699566623.1189852,1853.44,1815.99
1699566623.19127,1843.68,1801.02
1699566623.2646978,1832.47,1801.40
1699566623.3351755,1924.96,1823.89
1699566623.4074025,1835.26,1803.12
1699566623.4791603,1858.87,1821.18
1699566623.550949,1899.61,1803.93
1699566623.6229055,1814.44,1801.75
1699566623.6950355,1848.53,1822.77
1699566623.7670953,1834.15,1803.98
1699566623.8390825,1763.24,1820.78
1699566623.9111373,1848.17,1803.29
1699566623.982981,1822.01,1805.51
1699566624.0551672,1868.89,1820.43
1699566624.1288638,1501.62,1799.33
1699566624.1991408,1657.88,1821.71
1699566624.2709668,1709.37,1800.46
1699566624.342849,1849.19,1805.95
1699566624.4157875,1854.65,1819.37
1699566624.4877791,1820.09,1798.53
1699566624.5590453,1847.37,1817.78
1699566624.6310635,1387.83,1796.73
1699566624.7027175,1598.64,1798.30
1699566624.7755456,1493.16,1818.74
1699566624.847893,1772.15,1799.40
1699566624.918698,1843.86,1818.51
1699566624.9910216,1824.99,1799.01
1699566625.0657449,1843.11,1800.85
1699566625.13535,1574.83,1814.92
1699566625.2068834,1269.49,1796.50
1699566625.2801137,806.70,1817.64
1699566625.3505087,722.61,1798.21
1699566625.4228475,1260.21,1799.81
1699566625.494952,1708.51,1819.57
1699566625.5676231,1634.88,1797.91
1699566625.6389565,1761.87,1817.89
1699566625.7110033,1803.06,1799.38
1699566625.7836287,1767.95,1798.55
1699566625.855026,1753.64,1817.48
1699566625.9268212,1703.13,1798.21
1699566625.9990501,1701.75,1819.40
1699566626.0705276,1677.01,1800.96
1699566626.1424363,1826.81,1799.24
1699566626.2148879,1719.65,1819.66
1699566626.287145,1697.49,1800.05
1699566626.3594406,1742.68,1822.93
1699566626.4313474,1735.09,1798.16
1699566626.5023675,1429.64,1799.42
1699566626.5746012,1444.99,1817.96
1699566626.6490068,1388.84,1801.43
1699566626.7190003,1365.82,1820.02
1699566626.7912781,1281.32,1798.89
1699566626.8629463,1161.73,1801.44
1699566626.934998,1222.38,1821.75
1699566627.00643,1185.16,1799.73
1699566627.078783,1325.39,1823.72
1699566627.1516182,1328.15,1798.33
1699566627.2228284,1248.00,1801.49
1699566627.2952027,1312.35,1820.91
1699566627.3675132,1284.38,1799.41
1699566627.4391747,1353.71,1822.31
1699566627.5106912,1329.98,1798.93
1699566627.583647,1249.06,1795.46
1699566627.654576,1258.18,1817.15
1699566627.727361,1229.64,1795.28
1699566627.7998528,1302.71,1818.16
1699566627.8711889,1293.34,1801.63
1699566627.9428723,1221.92,1796.59
1699566628.015749,1247.38,1816.67
1699566628.0865636,1224.53,1796.77
1699566628.159356,1287.02,1815.06
1699566628.2339804,1278.94,1797.13
1699566628.3031137,1199.34,1798.95
1699566628.3748236,1235.25,1816.65
1699566628.446575,1213.27,1797.65
1699566628.5187583,1277.71,1818.52
1699566628.5906413,1274.63,1796.41
1699566628.6629841,1191.08,1798.51
1699566628.7350607,1225.53,1817.66
1699566628.8064222,1217.83,1799.69
1699566628.878727,1278.80,1818.83
1699566628.9517136,1255.55,1794.41
1699566629.0225976,1181.96,1795.78
1699566629.0951996,1165.81,1817.15
1699566629.1681104,1177.08,1798.09
1699566629.2387614,1307.41,1820.35
1699566629.310978,1594.23,1798.88
1699566629.3851817,1569.78,1797.14
1699566629.4551191,1658.60,1816.86
1699566629.5264182,1702.34,1798.32
1699566629.5984886,1751.02,1815.60
1699566629.6707397,1456.04,1797.36
1699566629.742453,1175.69,1794.11
1699566629.8148472,1138.28,1818.63
1699566629.8872802,1081.98,1796.82
1699566629.9586158,1122.46,1819.32
1699566630.030461,1125.47,1797.23
1699566630.1035147,1051.08,1796.90
1699566630.1744237,1062.76,1819.11
1699566630.246699,1051.03,1797.82
1699566630.319984,1128.12,1819.44
1699566630.390799,1115.83,1797.49
1699566630.4632535,1044.86,1800.02
1699566630.536189,1059.29,1820.30
1699566630.6070206,1048.64,1797.28
1699566630.679377,1121.18,1818.55
1699566630.752369,1113.24,1800.11
1699566630.8227584,1024.36,1798.12
1699566630.8949375,1045.50,1814.81
1699566630.967996,1047.36,1796.25
1699566631.0388641,1120.77,1818.74
1699566631.1116142,1115.86,1798.14
1699566631.1834037,1032.67,1797.16
1699566631.254715,1045.64,1814.57
1699566631.3258672,1029.71,1798.06
1699566631.3992968,1117.75,1818.20
1699566631.4707718,1093.47,1797.09
1699566631.5425994,1033.55,1795.84
1699566631.6163957,1037.54,1817.44
1699566631.6873107,1033.88,1796.48
1699566631.7592323,1101.59,1818.10
1699566631.8306417,1099.56,1799.88
1699566631.9034,1019.32,1797.77
1699566631.974884,1010.65,1817.69
1699566632.0472362,1017.19,1796.86
1699566632.1186748,1078.70,1817.05
1699566632.1909587,1088.57,1798.75
1699566632.2628527,1019.74,1797.61
1699566632.3362644,1017.66,1817.21
1699566632.4069943,1122.77,1798.26
1699566632.478817,1163.89,1816.46
1699566632.552447,1263.98,1797.73
1699566632.6227,1262.82,1798.52
1699566632.6953561,1676.55,1816.99
1699566632.7671459,1563.57,1795.81
1699566632.839248,1264.34,1814.83
1699566632.9108357,1199.46,1796.69
1699566632.9834867,1082.47,1794.91
1699566633.0552058,999.17,1819.37
1699566633.126466,973.41,1799.92
1699566633.199258,1044.97,1818.12
1699566633.2718058,1038.27,1798.08
1699566633.343206,960.71,1795.16
1699566633.4152758,973.17,1817.92
1699566633.4873497,964.72,1795.81
1699566633.558332,1059.34,1820.03
1699566633.6304348,1050.88,1797.10
1699566633.7044094,964.04,1796.34
1699566633.7750409,975.84,1817.15
1699566633.8473756,964.28,1797.08
1699566633.9191084,1027.13,1816.19
1699566633.9907563,1040.17,1798.22
1699566634.06287,965.11,1799.79
1699566634.1364558,968.51,1816.28
1699566634.207285,963.35,1798.15
1699566634.2787373,1034.79,1814.65
1699566634.350761,1017.16,1795.36
1699566634.4231026,959.44,1796.90
1699566634.4954045,956.73,1818.62
1699566634.566668,970.05,1796.21
1699566634.6392953,1026.31,1818.34
1699566634.710846,1013.00,1802.38
1699566634.7824292,952.26,1797.52
1699566634.8565538,951.62,1816.65
1699566634.9271944,948.98,1798.26
1699566634.9990325,1017.53,1819.91
1699566635.0712,926.18,1797.81
1699566635.1430302,1009.62,1797.91
1699566635.21468,1212.12,1817.20
1699566635.2886937,1152.87,1801.83
1699566635.359399,1767.26,1815.95
1699566635.431135,1616.55,1799.56
1699566635.5054662,1651.14,1799.38
1699566635.5752268,1620.50,1818.75
1699566635.6466973,1758.92,1798.79
1699566635.7204027,1723.45,1819.66
1699566635.7911406,1135.94,1800.08
1699566635.8627708,897.26,1798.60
1699566635.9347572,876.66,1817.50
1699566636.007059,857.07,1797.74
1699566636.0788033,898.22,1818.41
1699566636.1512575,909.62,1799.04
1699566636.2228754,858.07,1795.52
1699566636.295138,866.18,1817.99
1699566636.3668978,870.49,1798.30
1699566636.439139,920.73,1818.16
1699566636.5105026,939.20,1798.55
1699566636.5829735,870.74,1800.68
1699566636.6560733,859.51,1817.53
1699566636.725931,868.56,1798.01
1699566636.799089,923.63,1817.66
1699566636.8718352,928.09,1795.86
1699566636.9429436,863.44,1798.40
1699566637.014738,867.97,1817.78
1699566637.0887644,871.40,1798.18
1699566637.1587698,931.55,1816.12
1699566637.2304716,925.76,1797.46
1699566637.3040826,867.69,1797.02
1699566637.3748813,863.78,1816.47
1699566637.4464264,984.75,1795.94
1699566637.5190082,1046.37,1816.74
1699566637.5906775,1050.85,1795.45
1699566637.662771,1124.74,1798.44
1699566637.735157,1691.25,1816.99
1699566637.8080175,1632.89,1795.79
1699566637.8793662,1445.60,1815.65
1699566637.9509542,1068.73,1795.73
1699566638.024058,985.63,1796.58
1699566638.0947087,917.87,1817.90
1699566638.166941,888.04,1797.19
1699566638.2405877,973.19,1814.55
1699566638.3106806,953.21,1793.96
1699566638.3828843,898.40,1800.47
1699566638.4567924,890.11,1817.29
1699566638.5274384,897.87,1796.24
1699566638.5992172,960.83,1820.59
1699566638.671055,961.44,1801.28
1699566638.742518,886.74,1796.92
1699566638.815226,899.46,1815.66
1699566638.8867779,880.86,1797.69
1699566638.9586751,953.61,1817.96
1699566639.0302935,931.05,1797.01
1699566639.1023924,875.08,1795.59
1699566639.175347,884.01,1816.54
1699566639.2470293,886.61,1799.30
1699566639.3186524,943.10,1815.99
1699566639.3917038,941.82,1797.07
1699566639.4631863,862.78,1798.78
1699566639.534708,865.03,1815.60
1699566639.608465,860.92,1796.47
1699566639.6784244,940.65,1818.27
1699566639.7505696,914.95,1796.62
1699566639.8238747,901.09,1797.74
1699566639.8949928,813.14,1814.93
1699566639.9671168,680.53,1798.55
1699566640.0387442,1053.87,1818.33
1699566640.1106987,1117.96,1799.34
1699566640.1832724,1155.82,1798.78
1699566640.256142,1663.71,1817.66
1699566640.327214,1657.58,1797.06
1699566640.3984296,1739.56,1817.21
1699566640.47229,1759.79,1799.78
1699566640.5424843,1742.61,1798.46
1699566640.6152258,1756.37,1816.81
1699566640.6873398,1737.88,1799.79
1699566640.7593625,706.37,1819.84
1699566640.8308053,744.07,1797.25
1699566640.903267,728.14,1799.00
1699566640.9746902,747.73,1818.31
1699566641.0473003,754.53,1798.14
1699566641.1187124,797.66,1821.28
1699566641.1919556,815.91,1798.32
1699566641.2632627,758.55,1801.23
1699566641.334535,772.84,1817.78
1699566641.4073436,771.38,1796.13
1699566641.4787025,819.16,1821.97
1699566641.550767,825.09,1800.17
1699566641.6237984,762.36,1797.52
1699566641.6952002,783.27,1821.14
1699566641.7668214,775.45,1798.52
1699566641.8387086,822.77,1817.54
1699566641.9108336,829.03,1797.56
1699566641.9836156,775.12,1799.77
1699566642.054775,782.50,1815.87
1699566642.1275928,778.68,1797.69
1699566642.1994293,817.18,1816.44
1699566642.270738,836.58,1794.58
1699566642.3426864,777.78,1798.20
1699566642.415239,787.17,1817.39
1699566642.4867973,780.43,1800.44
1699566642.5586474,811.35,1818.22
1699566642.6312666,825.98,1801.14
1699566642.702524,712.36,1794.97
1699566642.7759664,696.05,1818.86
1699566642.84731,867.68,1798.72
1699566642.918742,881.19,1819.65
1699566642.9929872,1435.27,1798.78
1699566643.0636213,1615.20,1798.02
1699566643.1347497,1631.90,1820.44
1699566643.2073355,1578.30,1799.13
1699566643.2786639,1624.86,1819.76
1699566643.3508105,1718.58,1797.96
1699566643.4240966,1724.44,1796.47
1699566643.4949825,1800.07,1815.88
1699566643.567338,695.61,1801.32
1699566643.638907,642.98,1819.07
1699566643.7107356,713.10,1799.24
1699566643.782652,684.44,1797.35
1699566643.8549151,704.28,1818.33
1699566643.9275062,706.79,1801.95
1699566643.9991412,730.08,1817.07
1699566644.07121,750.59,1800.12
1699566644.1433115,714.74,1798.15
1699566644.215026,726.97,1815.59
1699566644.287165,700.50,1799.41
1699566644.3598137,742.70,1817.27
1699566644.4307854,764.69,1799.28
1699566644.5027351,702.49,1801.03
1699566644.5748484,727.64,1818.89
1699566644.6471155,718.27,1801.20
1699566644.7189848,754.32,1821.68
1699566644.7907104,757.75,1799.30
1699566644.8634012,718.46,1796.57
1699566644.9343734,729.35,1819.07
1699566645.007321,721.94,1796.71
1699566645.078729,744.09,1819.36
1699566645.1511607,766.24,1800.46
1699566645.2229471,823.81,1799.95
1699566645.2953331,669.38,1819.04
1699566645.3667812,1105.97,1798.31
1699566645.4392622,1365.58,1820.54
1699566645.5127592,1646.52,1797.30
1699566645.5829449,1422.25,1800.29
1699566645.6549666,1268.73,1817.49
1699566645.7273889,1473.43,1798.45
1699566645.7993667,1688.46,1819.55
1699566645.8709874,1680.69,1796.80
1699566645.9443262,1740.53,1799.02
1699566646.0151627,1480.20,1818.47
1699566646.0867915,716.04,1801.79
1699566646.15979,717.82,1819.29
1699566646.230909,743.44,1801.30
1699566646.3033004,700.11,1797.96
1699566646.374638,729.90,1820.22
1699566646.4464965,729.87,1800.46
1699566646.5186074,752.55,1823.13
1699566646.5907161,764.84,1799.66
1699566646.6632032,719.80,1799.86
1699566646.734757,736.25,1818.80
1699566646.8072224,722.71,1800.85
1699566646.8796508,754.28,1822.27
1699566646.951277,767.12,1800.16
